sample_id,sample_type,organism_species,organism_family,organism_genus,species_organe,species_selected,species_organe_selected
VGF152_E09,sample,Passiflora foetida,Passifloraceae,Passiflora,Passiflora foetida leaves,Other,Other
VGF152_E10,sample,Phyllarthron bernierianum,Bignoniaceae,Phyllarthron,Phyllarthron bernierianum leaves,Other,Other
VGF152_E11,sample,Plumbago aphylla,Plumbaginaceae,Plumbago,Plumbago aphylla leaves,Other,Other
VGF152_F02,sample,Hibiscus ferrugineus,Malvaceae,Hibiscus,Hibiscus ferrugineus flowers,Other,Other
VGF152_F03,sample,Jatropha multifida,Euphorbiaceae,Jatropha,Jatropha multifida leaves,Other,Other
VGF152_F04,sample,Maerua filiformis,Capparaceae,Maerua,Maerua filiformis leaves,Other,Other
VGF152_F05,sample,Marsdenia verrucosa,Apocynaceae,Marsdenia,Marsdenia verrucosa multiple,Other,Other
VGF152_F06,sample,Nuxia coriacea,Stilbaceae,Nuxia,Nuxia coriacea leaves,Other,Other
VGF152_F07,sample,Operculicarya decaryi,Anacardiaceae,Operculicarya,Operculicarya decaryi multiple,Other,Other
VGF152_F08,sample,Opuntia ficus-indica,Cactaceae,Opuntia,Opuntia ficus-indica leaves,Other,Other
VGF152_F09,sample,Passiflora foetida,Passifloraceae,Passiflora,Passiflora foetida fruits,Other,Other
VGF152_F10,sample,Phyllarthron bernierianum,Bignoniaceae,Phyllarthron,Phyllarthron bernierianum fruits,Other,Other
VGF152_F11,sample,Podocarpus madagascariensis,Podocarpaceae,Podocarpus,Podocarpus madagascariensis leaves,Other,Other
VGF152_G02,sample,Hibiscus ferrugineus,Malvaceae,Hibiscus,Hibiscus ferrugineus green stems,Other,Other
VGF152_G03,sample,Jatropha multifida,Euphorbiaceae,Jatropha,Jatropha multifida multiple,Other,Other
VGF152_G04,sample,Maerua filiformis,Capparaceae,Maerua,Maerua filiformis green stems,Other,Other
VGF152_G05,sample,Marsdenia verrucosa,Apocynaceae,Marsdenia,Marsdenia verrucosa green stems,Other,Other
VGF152_G06,sample,Nuxia coriacea,Stilbaceae,Nuxia,Nuxia coriacea green stems,Other,Other
VGF152_G07,sample,Operculicarya decaryi,Anacardiaceae,Operculicarya,Operculicarya decaryi green stems,Other,Other
VGF152_G08,sample,Pachira aquatica,Malvaceae,Pachira,Pachira aquatica bark,Other,Other
VGF152_G09,sample,Phyllanthus casticum,Phyllanthaceae,Phyllanthus,Phyllanthus casticum leaves,Other,Other
VGF152_G10,sample,Phyllarthron bernierianum,Bignoniaceae,Phyllarthron,Phyllarthron bernierianum green stems,Other,Other
VGF152_G11,sample,Podocarpus madagascariensis,Podocarpaceae,Podocarpus,Podocarpus madagascariensis green stems,Other,Other
VGF152_H02,sample,Loeseneriella urceolus,Celastraceae,Loeseneriella,Loeseneriella urceolus leaves,Other,Other
VGF152_H03,sample,Jatropha podagrica,Euphorbiaceae,Jatropha,Jatropha podagrica multiple,Other,Other
VGF152_H04,sample,Maerua nuda,Capparaceae,Maerua,Maerua nuda leaves,Other,Other
VGF152_H05,sample,Megistostegium microphyllum,Malvaceae,Megistostegium,Megistostegium microphyllum leaves,Other,Other
VGF152_H06,sample,Nymphaea nouchali,Nymphaeaceae,Nymphaea,Nymphaea nouchali leaves,Other,Other
VGF152_H07,sample,Operculicarya hyphaenoides,Anacardiaceae,Operculicarya,Operculicarya hyphaenoides leaves,Other,Other
VGF152_H08,sample,Pachira aquatica,Malvaceae,Pachira,Pachira aquatica leaves,Other,Other
VGF152_H09,sample,Phyllanthus casticum,Phyllanthaceae,Phyllanthus,Phyllanthus casticum multiple,Other,Other
VGF152_H10,sample,Phyllarthron bojeranum,Bignoniaceae,Phyllarthron,Phyllarthron bojeranum leaves,Other,Other
VGF152_H11,sample,Sclerocarya birrea,Anacardiaceae,Sclerocarya,Sclerocarya birrea bark,Other,Other
VGF153_A02,sample,Psiadia altissima,Asteraceae,Psiadia,Psiadia altissima flowers,Other,Other
VGF153_A03,sample,Psiadia glutinosa,Asteraceae,Psiadia,Psiadia glutinosa multiple,Other,Other
VGF153_A04,sample,Schefflera arboricola,Araliaceae,Schefflera,Schefflera arboricola seeds,Other,Other
VGF153_A05,sample,Solanum erythracanthum,Solanaceae,Solanum,Solanum erythracanthum leaves,Other,Other
VGF153_A06,sample,Solanum macrocarpon,Solanaceae,Solanum,Solanum macrocarpon green stems,Other,Other
VGF153_A07,sample,Stephanotis floribunda,Apocynaceae,Stephanotis,Stephanotis floribunda fruits,Other,Other
VGF153_A08,sample,Strychnos madagascariensis,Loganiaceae,Strychnos,Strychnos madagascariensis fruits,Other,Other
VGF153_A09,sample,Tambourissa castri-delphinii,Monimiaceae,Tambourissa,Tambourissa castri-delphinii leaves,Other,Other
VGF153_A10,sample,Turraea sericea,Meliaceae,Turraea,Turraea sericea leaves,Other,Other
VGF153_A11,sample,Uncarina grandidieri,Pedaliaceae,Uncarina,Uncarina grandidieri green stems,Other,Other
VGF153_B02,sample,Psiadia altissima,Asteraceae,Psiadia,Psiadia altissima multiple,Other,Other
VGF153_B03,sample,Psiadia glutinosa,Asteraceae,Psiadia,Psiadia glutinosa green stems,Other,Other
VGF153_B04,sample,Schefflera arboricola,Araliaceae,Schefflera,Schefflera arboricola green stems,Other,Other
VGF153_B05,sample,Solanum erythracanthum,Solanaceae,Solanum,Solanum erythracanthum green stems,Other,Other
VGF153_B06,sample,Spermacoce verticillata,Rubiaceae,Spermacoce,Spermacoce verticillata seeds,Other,Other
VGF153_B07,sample,Stephanotis floribunda,Apocynaceae,Stephanotis,Stephanotis floribunda multiple,Other,Other
VGF153_B08,sample,Strychnos spinosa,Loganiaceae,Strychnos,Strychnos spinosa bark,Other,Other
VGF153_B09,sample,Tambourissa castri-delphinii,Monimiaceae,Tambourissa,Tambourissa castri-delphinii fruits,Other,Other
VGF153_B10,sample,Turraea sericea,Meliaceae,Turraea,Turraea sericea multiple,Other,Other
VGF153_B11,sample,Uncarina stellulifera,Pedaliaceae,Uncarina,Uncarina stellulifera leaves,Other,Other
VGF153_C02,sample,Psiadia angustifolia,Asteraceae,Psiadia,Psiadia angustifolia leaves,Other,Other
VGF153_C03,sample,Rauvolfia media,Apocynaceae,Rauvolfia,Rauvolfia media roots,Other,Other
VGF153_C04,sample,Secamone ligustrifolia,Apocynaceae,Secamone,Secamone ligustrifolia leaves,Other,Other
VGF153_C05,sample,Solanum melongena,Solanaceae,Solanum,Solanum melongena leaves,Other,Other
VGF153_C06,sample,Spermacoce verticillata,Rubiaceae,Spermacoce,Spermacoce verticillata green stems,Other,Other
VGF153_C07,sample,Stephanotis floribunda,Apocynaceae,Stephanotis,Stephanotis floribunda green stems,Other,Other
VGF153_C08,sample,Strychnos spinosa,Loganiaceae,Strychnos,Strychnos spinosa leaves,Other,Other
VGF153_C09,sample,Tambourissa castri-delphinii,Monimiaceae,Tambourissa,Tambourissa castri-delphinii green stems,Other,Other
VGF153_C10,sample,Typhonodorum lindleyanum,Araceae,Typhonodorum,Typhonodorum lindleyanum seeds,Other,Other
VGF153_C11,sample,Laportea oligoloba,Urticaceae,Laportea,Laportea oligoloba leaves,Other,Other
VGF153_D02,sample,Psiadia angustifolia,Asteraceae,Psiadia,Psiadia angustifolia flowers,Other,Other
VGF153_D03,sample,Rauvolfia media,Apocynaceae,Rauvolfia,Rauvolfia media bark,Other,Other
VGF153_D04,sample,Secamone ligustrifolia,Apocynaceae,Secamone,Secamone ligustrifolia multiple,Other,Other
VGF153_D05,sample,Solanum melongena,Solanaceae,Solanum,Solanum melongena fruits,Other,Other
VGF153_D06,sample,Stadmania acuminata,Sapindaceae,Stadmania,Stadmania acuminata green stems,Other,Other
VGF153_D07,sample,Stereospermum variabile,Bignoniaceae,Stereospermum,Stereospermum variabile leaves,Other,Other
VGF153_D08,sample,Strychnos spinosa,Loganiaceae,Strychnos,Strychnos spinosa seeds,Other,Other
VGF153_D09,sample,Tambourissa trichophylla,Monimiaceae,Tambourissa,Tambourissa trichophylla leaves,Other,Other
VGF153_D10,sample,Uncarina decaryi,Pedaliaceae,Uncarina,Uncarina decaryi bark,Other,Other
VGF153_D11,sample,Laportea oligoloba,Urticaceae,Laportea,Laportea oligoloba multiple,Other,Other
VGF153_E02,sample,Psiadia angustifolia,Asteraceae,Psiadia,Psiadia angustifolia multiple,Other,Other
VGF153_E03,sample,Salvadora angustifolia,Salvadoraceae,Salvadora,Salvadora angustifolia bark,Other,Other
VGF153_E04,sample,Secamone ligustrifolia,Apocynaceae,Secamone,Secamone ligustrifolia green stems,Other,Other
VGF153_E05,sample,Solanum melongena,Solanaceae,Solanum,Solanum melongena multiple,Other,Other
VGF153_E06,sample,Stadmania oppositifolia,Sapindaceae,Stadmania,Stadmania oppositifolia leaves,Other,Other
VGF153_E07,sample,Strychnos decussata,Loganiaceae,Strychnos,Strychnos decussata bark,Other,Other
VGF153_E08,sample,Strychnos spinosa,Loganiaceae,Strychnos,Strychnos spinosa multiple,Other,Other
VGF153_E09,sample,Vepris unifoliolata,Rutaceae,Vepris,Vepris unifoliolata leaves,Other,Other
VGF153_E10,sample,Uncarina decaryi,Pedaliaceae,Uncarina,Uncarina decaryi leaves,Other,Other
VGF153_E11,sample,Laportea oligoloba,Urticaceae,Laportea,Laportea oligoloba multiple,Other,Other
VGF153_F02,sample,Psiadia angustifolia,Asteraceae,Psiadia,Psiadia angustifolia green stems,Other,Other
VGF153_F03,sample,Salvadora angustifolia,Salvadoraceae,Salvadora,Salvadora angustifolia leaves,Other,Other
VGF153_F04,sample,Senecio antandroi,Asteraceae,Senecio,Senecio antandroi leaves,Other,Other
VGF153_F05,sample,Solanum melongena,Solanaceae,Solanum,Solanum melongena green stems,Other,Other
VGF153_F06,sample,Stadmania oppositifolia,Sapindaceae,Stadmania,Stadmania oppositifolia multiple,Other,Other
VGF153_F07,sample,Strychnos decussata,Loganiaceae,Strychnos,Strychnos decussata fruits,Other,Other
VGF153_F08,sample,Strychnos spinosa,Loganiaceae,Strychnos,Strychnos spinosa green stems,Other,Other
VGF153_F09,sample,Vepris unifoliolata,Rutaceae,Vepris,Vepris unifoliolata green stems,Other,Other
VGF153_F10,sample,Uncarina decaryi,Pedaliaceae,Uncarina,Uncarina decaryi green stems,Other,Other
VGF153_F11,sample,Vepris elliotii,Rutaceae,Vepris,Vepris elliotii leaves,Other,Other
VGF153_G02,sample,Psiadia glutinosa,Asteraceae,Psiadia,Psiadia glutinosa leaves,Other,Other
VGF153_G03,sample,Salvadora angustifolia,Salvadoraceae,Salvadora,Salvadora angustifolia green stems,Other,Other
VGF153_G04,sample,Senecio antandroi,Asteraceae,Senecio,Senecio antandroi green stems,Other,Other
VGF153_G05,sample,Solanum macrocarpon,Solanaceae,Solanum,Solanum macrocarpon leaves,Other,Other
VGF153_G06,sample,Stadmania oppositifolia,Sapindaceae,Stadmania,Stadmania oppositifolia green stems,Other,Other
VGF153_G07,sample,Strychnos decussata,Loganiaceae,Strychnos,Strychnos decussata green stems,Other,Other
VGF153_G08,sample,Tambourissa amplifolia,Monimiaceae,Tambourissa,Tambourissa amplifolia leaves,Other,Other
VGF153_G09,sample,Tridax procumbens,Asteraceae,Tridax,Tridax procumbens leaves,Other,Other
VGF153_G10,sample,Uncarina grandidieri,Pedaliaceae,Uncarina,Uncarina grandidieri leaves,Other,Other
VGF153_G11,sample,Vepris elliotii,Rutaceae,Vepris,Vepris elliotii green stems,Other,Other
VGF153_H02,sample,Psiadia glutinosa,Asteraceae,Psiadia,Psiadia glutinosa flowers,Other,Other
VGF153_H03,sample,Sansevieria metallica,Asparagaceae,Sansevieria,Sansevieria metallica leaves,Other,Other
VGF153_H04,sample,Sida rhombifolia,Malvaceae,Sida,Sida rhombifolia seeds,Other,Other
VGF153_H05,sample,Solanum macrocarpon,Solanaceae,Solanum,Solanum macrocarpon fruits,Other,Other
VGF153_H06,sample,Stephanotis floribunda,Apocynaceae,Stephanotis,Stephanotis floribunda leaves,Other,Other
VGF153_H07,sample,Strychnos decussata,Loganiaceae,Strychnos,Strychnos decussata multiple,Other,Other
VGF153_H08,sample,Tambourissa castri-delphinii,Monimiaceae,Tambourissa,Tambourissa castri-delphinii bark,Other,Other
VGF153_H09,sample,Turraea sericea,Meliaceae,Turraea,Turraea sericea bark,Other,Other
VGF153_H10,sample,Uncarina grandidieri,Pedaliaceae,Uncarina,Uncarina grandidieri fruits,Other,Other
VGF153_H11,sample,Vepris lepidota,Rutaceae,Vepris,Vepris lepidota leaves,Other,Other
VGF154_A02,sample,Vepris lepidota,Rutaceae,Vepris,Vepris lepidota green stems,Other,Other
VGF154_A03,sample,Zanthoxylum decaryi,Rutaceae,Zanthoxylum,Zanthoxylum decaryi bark,Other,Other
VGF154_A04,sample,Ziziphus mauritiana,Rhamnaceae,Ziziphus,Ziziphus mauritiana green stems,Other,Other
VGF154_A05,sample,Antidesma ghaesembilla,Phyllanthaceae,Antidesma,Antidesma ghaesembilla leaves,Other,Other
VGF154_A06,sample,Avicennia marina,Acanthaceae,Avicennia,Avicennia marina green stems,Other,Other
VGF154_A07,sample,Boerhavia diffusa,Nyctaginaceae,Boerhavia,Boerhavia diffusa multiple,Other,Other
VGF154_A08,sample,Mangifera altissima,Anacardiaceae,Mangifera,Mangifera altissima green stems,Other,Other
VGF154_A09,sample,Cananga brandisiana,Annonaceae,Cananga,Cananga brandisiana multiple,Other,Other
VGF154_A10,sample,Casearia grewiifolia,Salicaceae,Casearia,Casearia grewiifolia bark,Other,Other
VGF154_A11,sample,Cerbera manghas,Apocynaceae,Cerbera,Cerbera manghas fruits,Other,Other
VGF154_B02,sample,Vepris macrophylla,Rutaceae,Vepris,Vepris macrophylla leaves,Other,Other
VGF154_B03,sample,Zanthoxylum decaryi,Rutaceae,Zanthoxylum,Zanthoxylum decaryi leaves,Other,Other
VGF154_B04,sample,Acanthus ilicifolius,Acanthaceae,Acanthus,Acanthus ilicifolius multiple,Other,Other
VGF154_B05,sample,Antidesma ghaesembilla,Phyllanthaceae,Antidesma,Antidesma ghaesembilla green stems,Other,Other
VGF154_B06,sample,Azima tetracantha,Salvadoraceae,Azima,Azima tetracantha multiple,Other,Other
VGF154_B07,sample,Bombax ceiba,Malvaceae,Bombax,Bombax ceiba bark,Other,Other
VGF154_B08,sample,Butea monosperma,Fabaceae,Butea,Butea monosperma bark,Other,Other
VGF154_B09,sample,Cananga brandisiana,Annonaceae,Cananga,Cananga brandisiana bark,Other,Other
VGF154_B10,sample,Senna garrettiana,Fabaceae,Senna,Senna garrettiana leaves,Other,Other
VGF154_B11,sample,Chonemorpha griffithii,Apocynaceae,Chonemorpha,Chonemorpha griffithii green stems,Other,Other
VGF154_C02,sample,Vepris macrophylla,Rutaceae,Vepris,Vepris macrophylla green stems,Other,Other
VGF154_C03,sample,Zanthoxylum decaryi,Rutaceae,Zanthoxylum,Zanthoxylum decaryi multiple,Other,Other
VGF154_C04,sample,Albizia myriophylla,Fabaceae,Albizia,Albizia myriophylla bark,Other,Other
VGF154_C05,sample,Aristolochia acuminata,Aristolochiaceae,Aristolochia,Aristolochia acuminata multiple,Other,Other
VGF154_C06,sample,Azima tetracantha,Salvadoraceae,Azima,Azima tetracantha green stems,Other,Other
VGF154_C07,sample,Borassus flabellifer,Arecaceae,Borassus,Borassus flabellifer flowers,Other,Other
VGF154_C08,sample,Butea superba,Fabaceae,Butea,Butea superba leaves,Other,Other
VGF154_C09,sample,Canarium luzonicum,Burseraceae,Canarium,Canarium luzonicum leaves,Other,Other
VGF154_C10,sample,Senna garrettiana,Fabaceae,Senna,Senna garrettiana green stems,Other,Other
VGF154_C11,sample,Cissus repanda,Vitaceae,Cissus,Cissus repanda green stems,Other,Other
VGF154_D02,sample,Xerophyta dasylirioides,Velloziaceae,Xerophyta,Xerophyta dasylirioides leaves,Other,Other
VGF154_D03,sample,Zanthoxylum decaryi,Rutaceae,Zanthoxylum,Zanthoxylum decaryi green stems,Other,Other
VGF154_D04,sample,Allophylus cobbe,Sapindaceae,Allophylus,Allophylus cobbe leaves,Other,Other
VGF154_D05,sample,Artocarpus nitidus,Moraceae,Artocarpus,Artocarpus nitidus leaves,Other,Other
VGF154_D06,sample,Baccaurea ramiflora,Phyllanthaceae,Baccaurea,Baccaurea ramiflora bark,Other,Other
VGF154_D07,sample,Breynia vitis-idaea,Phyllanthaceae,Breynia,Breynia vitis-idaea green stems,Other,Other
VGF154_D08,sample,Butea superba,Fabaceae,Butea,Butea superba green stems,Other,Other
VGF154_D09,sample,Canarium luzonicum,Burseraceae,Canarium,Canarium luzonicum green stems,Other,Other
VGF154_D10,sample,Cassia grandis,Fabaceae,Cassia,Cassia grandis leaves,Other,Other
VGF154_D11,sample,Cissus repanda,Vitaceae,Cissus,Cissus repanda leaves,Other,Other
VGF154_E02,sample,Xerophyta dasylirioides,Velloziaceae,Xerophyta,Xerophyta dasylirioides green stems,Other,Other
VGF154_E03,sample,Zingiber officinale,Zingiberaceae,Zingiber,Zingiber officinale multiple,Other,Other
VGF154_E04,sample,Allophylus cobbe,Sapindaceae,Allophylus,Allophylus cobbe green stems,Other,Other
VGF154_E05,sample,Artocarpus nitidus,Moraceae,Artocarpus,Artocarpus nitidus bark,Other,Other
VGF154_E06,sample,Bauhinia bracteata,Fabaceae,Bauhinia,Bauhinia bracteata leaves,Other,Other
VGF154_E07,sample,Breynia vitis-idaea,Phyllanthaceae,Breynia,Breynia vitis-idaea leaves,Other,Other
VGF154_E08,sample,Caesalpinia pulcherrima,Fabaceae,Caesalpinia,Caesalpinia pulcherrima leaves,Other,Other
VGF154_E09,sample,Canarium luzonicum,Burseraceae,Canarium,Canarium luzonicum fruits,Other,Other
VGF154_E10,sample,Cassia grandis,Fabaceae,Cassia,Cassia grandis green stems,Other,Other
VGF154_E11,sample,Cleistanthus tomentosus,Phyllanthaceae,Cleistanthus,Cleistanthus tomentosus green stems,Other,Other
VGF154_F02,sample,Xerosicyos danguyi,Cucurbitaceae,Xerosicyos,Xerosicyos danguyi leaves,Other,Other
VGF154_F03,sample,Zingiber zerumbet,Zingiberaceae,Zingiber,Zingiber zerumbet multiple,Other,Other
VGF154_F04,sample,Ampelocissus arachnoidea,Vitaceae,Ampelocissus,Ampelocissus arachnoidea leaves,Other,Other
VGF154_F05,sample,Atalantia citroides,Rutaceae,Atalantia,Atalantia citroides leaves,Other,Other
VGF154_F06,sample,Bauhinia bracteata,Fabaceae,Bauhinia,Bauhinia bracteata green stems,Other,Other
VGF154_F07,sample,Bruguiera cylindrica,Rhizophoraceae,Bruguiera,Bruguiera cylindrica green stems,Other,Other
VGF154_F08,sample,Caesalpinia pulcherrima,Fabaceae,Caesalpinia,Caesalpinia pulcherrima green stems,Other,Other
VGF154_F09,sample,Careya arborea,Lecythidaceae,Careya,Careya arborea leaves,Other,Other
VGF154_F10,sample,Cassia javanica,Fabaceae,Cassia,Cassia javanica fruits,Other,Other
VGF154_F11,sample,Cleistanthus tomentosus,Phyllanthaceae,Cleistanthus,Cleistanthus tomentosus leaves,Other,Other
VGF154_G02,sample,Xerosicyos perrieri,Cucurbitaceae,Xerosicyos,Xerosicyos perrieri leaves,Other,Other
VGF154_G03,sample,Ziziphus mauritiana,Rhamnaceae,Ziziphus,Ziziphus mauritiana bark,Other,Other
VGF154_G04,sample,Ampelocissus arachnoidea,Vitaceae,Ampelocissus,Ampelocissus arachnoidea green stems,Other,Other
VGF154_G05,sample,Atalantia citroides,Rutaceae,Atalantia,Atalantia citroides bark,Other,Other
VGF154_G06,sample,Bauhinia pulla,Fabaceae,Bauhinia,Bauhinia pulla leaves,Other,Other
VGF154_G07,sample,Bruguiera cylindrica,Rhizophoraceae,Bruguiera,Bruguiera cylindrica leaves,Other,Other
VGF154_G08,sample,Calamus salicifolius,Arecaceae,Calamus,Calamus salicifolius multiple,Other,Other
VGF154_G09,sample,Careya arborea,Lecythidaceae,Careya,Careya arborea bark,Other,Other
VGF154_G10,sample,Cayratia trifolia,Vitaceae,Cayratia,Cayratia trifolia green stems,Other,Other
VGF154_G11,sample,Clerodendrum palmatolobatum,Lamiaceae,Clerodendrum,Clerodendrum palmatolobatum multiple,Other,Other
VGF154_H02,sample,Xerosicyos pubescens,Cucurbitaceae,Xerosicyos,Xerosicyos pubescens leaves,Other,Other
VGF154_H03,sample,Ziziphus mauritiana,Rhamnaceae,Ziziphus,Ziziphus mauritiana multiple,Other,Other
VGF154_H04,sample,Ampelocissus arachnoidea,Vitaceae,Ampelocissus,Ampelocissus arachnoidea multiple,Other,Other
VGF154_H05,sample,Avicennia marina,Acanthaceae,Avicennia,Avicennia marina leaves,Other,Other
VGF154_H06,sample,Bauhinia pulla,Fabaceae,Bauhinia,Bauhinia pulla green stems,Other,Other
VGF154_H07,sample,Mangifera altissima,Anacardiaceae,Mangifera,Mangifera altissima leaves,Other,Other
VGF154_H08,sample,Calamus salicifolius,Arecaceae,Calamus,Calamus salicifolius multiple,Other,Other
VGF154_H09,sample,Casearia grewiifolia,Salicaceae,Casearia,Casearia grewiifolia leaves,Other,Other
VGF154_H10,sample,Cerbera manghas,Apocynaceae,Cerbera,Cerbera manghas green stems,Other,Other
VGF154_H11,sample,Colona auriculata,Malvaceae,Colona,Colona auriculata leaves,Other,Other
VGF155_A02,sample,Colona auriculata,Malvaceae,Colona,Colona auriculata green stems,Other,Other
VGF155_A03,sample,Coscinium fenestratum,Menispermaceae,Coscinium,Coscinium fenestratum green stems,Other,Other
VGF155_A04,sample,Cycas siamensis,Cycadaceae,Cycas,Cycas siamensis multiple,Other,Other
VGF155_A05,sample,Dendrolobium ursinum,Fabaceae,Dendrolobium,Dendrolobium ursinum green stems,Other,Other
VGF155_A06,sample,Dillenia obovata,Dilleniaceae,Dillenia,Dillenia obovata bark,Other,Other
VGF155_A07,sample,Diospyros decandra,Ebenaceae,Diospyros,Diospyros decandra multiple,Other,Other
VGF155_A08,sample,Eriocaulon sexangulare,Eriocaulaceae,Eriocaulon,Eriocaulon sexangulare flowers,Other,Other
VGF155_A09,sample,Eurycoma longifolia,Simaroubaceae,Eurycoma,Eurycoma longifolia leaves,Other,Other
VGF155_A10,sample,Ficus racemosa,Moraceae,Ficus,Ficus racemosa leaves,Other,Other
VGF155_A11,sample,Garcinia mangostana,Clusiaceae,Garcinia,Garcinia mangostana bark,Other,Other
VGF155_B02,sample,Colona auriculata,Malvaceae,Colona,Colona auriculata fruits,Other,Other
VGF155_B03,sample,Crateva adansonii,Capparaceae,Crateva,Crateva adansonii leaves,Other,Other
VGF155_B04,sample,Dacrydium elatum,Podocarpaceae,Dacrydium,Dacrydium elatum bark,Other,Other
VGF155_B05,sample,Derris scandens,Fabaceae,Derris,Derris scandens multiple,Other,Other
VGF155_B06,sample,Dillenia pentagyna,Dilleniaceae,Dillenia,Dillenia pentagyna leaves,Other,Other
VGF155_B07,sample,Dischidia nummularia,Apocynaceae,Dischidia,Dischidia nummularia multiple,Other,Other
VGF155_B08,sample,Erythrina fusca,Fabaceae,Erythrina,Erythrina fusca leaves,Other,Other
VGF155_B09,sample,Citrus lucida,Rutaceae,Citrus,Citrus lucida leaves,Other,Other
VGF155_B10,sample,Flacourtia jangomas,Salicaceae,Flacourtia,Flacourtia jangomas leaves,Other,Other
VGF155_B11,sample,Garcinia mangostana,Clusiaceae,Garcinia,Garcinia mangostana leaves,Other,Other
VGF155_C02,sample,Combretum quadrangulare,Combretaceae,Combretum,Combretum quadrangulare fruits,Other,Other
VGF155_C03,sample,Crateva adansonii,Capparaceae,Crateva,Crateva adansonii green stems,Other,Other
VGF155_C04,sample,Dacrydium elatum,Podocarpaceae,Dacrydium,Dacrydium elatum leaves,Other,Other
VGF155_C05,sample,Desmodium heterophyllum,Fabaceae,Desmodium,Desmodium heterophyllum multiple,Other,Other
VGF155_C06,sample,Dillenia pentagyna,Dilleniaceae,Dillenia,Dillenia pentagyna green stems,Other,Other
VGF155_C07,sample,Dolichandrone columnaris,Bignoniaceae,Dolichandrone,Dolichandrone columnaris leaves,Other,Other
VGF155_C08,sample,Erythrina fusca,Fabaceae,Erythrina,Erythrina fusca bark,Other,Other
VGF155_C09,sample,Citrus lucida,Rutaceae,Citrus,Citrus lucida green stems,Other,Other
VGF155_C10,sample,Flacourtia jangomas,Salicaceae,Flacourtia,Flacourtia jangomas green stems,Other,Other
VGF155_C11,sample,Garcinia vilersiana,Clusiaceae,Garcinia,Garcinia vilersiana leaves,Other,Other
VGF155_D02,sample,Connarus semidecandrus,Connaraceae,Connarus,Connarus semidecandrus green stems,Other,Other
VGF155_D03,sample,Curcuma alismatifolia,Zingiberaceae,Curcuma,Curcuma alismatifolia leaves,Other,Other
VGF155_D04,sample,Dalbergia bariensis,Fabaceae,Dalbergia,Dalbergia bariensis leaves,Other,Other
VGF155_D05,sample,Desmodium heterophyllum,Fabaceae,Desmodium,Desmodium heterophyllum multiple,Other,Other
VGF155_D06,sample,Dioscorea hispida,Dioscoreaceae,Dioscorea,Dioscorea hispida multiple,Other,Other
VGF155_D07,sample,Dolichandrone columnaris,Bignoniaceae,Dolichandrone,Dolichandrone columnaris green stems,Other,Other
VGF155_D08,sample,Melicope pahangensis,Rutaceae,Melicope,Melicope pahangensis green stems,Other,Other
VGF155_D09,sample,Ficus altissima,Moraceae,Ficus,Ficus altissima green stems,Other,Other
VGF155_D10,sample,Flagellaria indica,Flagellariaceae,Flagellaria,Flagellaria indica multiple,Other,Other
VGF155_D11,sample,Garcinia vilersiana,Clusiaceae,Garcinia,Garcinia vilersiana green stems,Other,Other
VGF155_E02,sample,Connarus semidecandrus,Connaraceae,Connarus,Connarus semidecandrus leaves,Other,Other
VGF155_E03,sample,Curcuma alismatifolia,Zingiberaceae,Curcuma,Curcuma alismatifolia multiple,Other,Other
VGF155_E04,sample,Dalbergia lanceolaria,Fabaceae,Dalbergia,Dalbergia lanceolaria green stems,Other,Other
VGF155_E05,sample,Desmos lomentaceus,Annonaceae,Desmos,Desmos lomentaceus leaves,Other,Other
VGF155_E06,sample,Diospyros pilosanthera,Ebenaceae,Diospyros,Diospyros pilosanthera green stems,Other,Other
VGF155_E07,sample,Dolichandrone columnaris,Bignoniaceae,Dolichandrone,Dolichandrone columnaris bark,Other,Other
VGF155_E08,sample,Melicope pahangensis,Rutaceae,Melicope,Melicope pahangensis leaves,Other,Other
VGF155_E09,sample,Ficus altissima,Moraceae,Ficus,Ficus altissima leaves,Other,Other
VGF155_E10,sample,Garcinia hanburyi,Clusiaceae,Garcinia,Garcinia hanburyi green stems,Other,Other
VGF155_E11,sample,Gardenia obtusifolia,Rubiaceae,Gardenia,Gardenia obtusifolia leaves,Other,Other
VGF155_F02,sample,Corchorus capsularis,Malvaceae,Corchorus,Corchorus capsularis leaves,Other,Other
VGF155_F03,sample,Curcuma zedoaria,Zingiberaceae,Curcuma,Curcuma zedoaria leaves,Other,Other
VGF155_F04,sample,Dendrolobium lanceolatum,Fabaceae,Dendrolobium,Dendrolobium lanceolatum leaves,Other,Other
VGF155_F05,sample,Desmos lomentaceus,Annonaceae,Desmos,Desmos lomentaceus green stems,Other,Other
VGF155_F06,sample,Diospyros pilosanthera,Ebenaceae,Diospyros,Diospyros pilosanthera leaves,Other,Other
VGF155_F07,sample,Dracaena cambodiana,Asparagaceae,Dracaena,Dracaena cambodiana multiple,Other,Other
VGF155_F08,sample,Euonymus indicus,Celastraceae,Euonymus,Euonymus indicus bark,Other,Other
VGF155_F09,sample,Ficus hirta,Moraceae,Ficus,Ficus hirta leaves,Other,Other
VGF155_F10,sample,Garcinia hanburyi,Clusiaceae,Garcinia,Garcinia hanburyi leaves,Other,Other
VGF155_F11,sample,Gardenia obtusifolia,Rubiaceae,Gardenia,Gardenia obtusifolia green stems,Other,Other
