sample_id	sample_type	sample_substance_name	organism_kingdom	organism_phylum	organism_class	organism_order	organism_family	organism_genus	organism_species	organism_organe	organism_broad_organe	organism_tissue	organism_subsystem	sample_plate_id	ms_filename	ms_injection_date	tcruzi_activity_class
VGF143_F03	sample	V113191GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Pouzolzia	Pouzolzia sanguinea	leaves	photosynthetic	green tissue	aboveground	VGF143	VGF143_F03.mzXML	18/11/2017	Inactive
VGF143_F04	sample	V113199GP-01	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sambucus	Sambucus racemosa	leaves	photosynthetic	green tissue	aboveground	VGF143	VGF143_F04.mzXML	18/11/2017	Inactive
VGF143_F05	sample	V113207GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cissampelopsis	Cissampelopsis buimalia	multiple	roots	root tissue	belowground	VGF143	VGF143_F05.mzXML	18/11/2017	Inactive
VGF143_F06	sample	V113217GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Wisteria	Wisteria brachybotrys	roots	roots	root tissue	belowground	VGF143	VGF143_F06.mzXML	18/11/2017	Inactive
VGF143_F07	sample	V113227GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Bauhinia	Bauhinia ornata	woody stems	woody vegetative	woody tissue	aboveground	VGF143	VGF143_F07.mzXML	18/11/2017	Inactive
VGF143_F08	sample	V113240GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Gardenia	Gardenia jasminoides	roots	roots	root tissue	belowground	VGF143	VGF143_F08.mzXML	18/11/2017	Inactive
VGF143_F09	sample	V113254GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Limonia	Limonia acidissima	woody stems	woody vegetative	woody tissue	aboveground	VGF143	VGF143_F09.mzXML	18/11/2017	Inactive
VGF143_F10	sample	V113267GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Spermacoce	Spermacoce alata	roots	roots	root tissue	belowground	VGF143	VGF143_F10.mzXML	18/11/2017	Inactive
VGF143_F11	sample	V112929GP-01	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rheum	Rheum rhabarbarum	leaves	photosynthetic	green tissue	aboveground	VGF143	VGF143_F11.mzXML	18/11/2017	Inactive
VGF143_G02	sample	V113184GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Phtheirospermum	Phtheirospermum japonicum	multiple	multiple	multiple		VGF143	VGF143_G02.mzXML	18/11/2017	Inactive
VGF143_G03	sample	V113192GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Pueraria	Pueraria montana	leaves	photosynthetic	green tissue	aboveground	VGF143	VGF143_G03.mzXML	18/11/2017	Inactive
VGF143_G04	sample	V113200GP-01	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sambucus	Sambucus racemosa	roots	roots	root tissue	belowground	VGF143	VGF143_G04.mzXML	18/11/2017	Inactive
VGF143_G05	sample	V113208GP-01	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Thalictrum	Thalictrum delavayi	leaves	photosynthetic	green tissue	aboveground	VGF143	VGF143_G05.mzXML	18/11/2017	Inactive
VGF143_G06	sample	V113218GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Wisteria	Wisteria brachybotrys	green stems	green vegetative	green tissue	aboveground	VGF143	VGF143_G06.mzXML	18/11/2017	Inactive
VGF143_G07	sample	V113229GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Clitoria	Clitoria macrophylla	leaves	photosynthetic	green tissue	aboveground	VGF143	VGF143_G07.mzXML	18/11/2017	Inactive
VGF143_G08	sample	V113241GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Glycosmis	Glycosmis cochinchinensis	leaves	photosynthetic	green tissue	aboveground	VGF143	VGF143_G08.mzXML	18/11/2017	Inactive
VGF143_G09	sample	V113255GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Limonia	Limonia acidissima	roots	roots	root tissue	belowground	VGF143	VGF143_G09.mzXML	18/11/2017	Inactive
VGF143_G10	sample	V113270GP-01	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Lardizabalaceae	Stauntonia	Stauntonia brunoniana	roots	roots	root tissue	belowground	VGF143	VGF143_G10.mzXML	18/11/2017	Inactive
VGF143_G11	sample	V112930GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Abelmoschus	Abelmoschus manihot	roots	roots	root tissue	belowground	VGF143	VGF143_G11.mzXML	18/11/2017	Inactive
VGF143_H02	sample	V113185GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Argentina	Argentina lineata	roots	roots	root tissue	belowground	VGF143	VGF143_H02.mzXML	18/11/2017	Inactive
VGF143_H03	sample	V113193GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Pueraria	Pueraria montana	roots	roots	root tissue	belowground	VGF143	VGF143_H03.mzXML	18/11/2017	Inactive
VGF143_H04	sample	V113201GP-01	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sambucus	Sambucus racemosa	green stems	green vegetative	green tissue	aboveground	VGF143	VGF143_H04.mzXML	18/11/2017	Inactive
VGF143_H05	sample	V113209GP-01	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Thalictrum	Thalictrum delavayi	roots	roots	root tissue	belowground	VGF143	VGF143_H05.mzXML	18/11/2017	Inactive
VGF143_H06	sample	V113219GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Wisteria	Wisteria brachybotrys	leaves	photosynthetic	green tissue	aboveground	VGF143	VGF143_H06.mzXML	18/11/2017	Inactive
VGF143_H07	sample	V113230GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Clitoria	Clitoria macrophylla	green stems	green vegetative	green tissue	aboveground	VGF143	VGF143_H07.mzXML	18/11/2017	Inactive
VGF143_H08	sample	V113243GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Glycosmis	Glycosmis cochinchinensis	roots	roots	root tissue	belowground	VGF143	VGF143_H08.mzXML	18/11/2017	Inactive
VGF143_H09	sample	V113259GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Plumeria	Plumeria rubra	leaves	photosynthetic	green tissue	aboveground	VGF143	VGF143_H09.mzXML	18/11/2017	Inactive
VGF143_H10	sample	V113271GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Lindenbergia	Lindenbergia philippensis	leaves	photosynthetic	green tissue	aboveground	VGF143	VGF143_H10.mzXML	18/11/2017	Inactive
VGF143_H11	sample	V112931GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Abelmoschus	Abelmoschus manihot	green stems	green vegetative	green tissue	aboveground	VGF143	VGF143_H11.mzXML	18/11/2017	Inactive
VGF144_A02	sample	V112932GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Abelmoschus	Abelmoschus manihot	fruits	reproductive	green tissue	aboveground	VGF144	VGF144_A02.mzXML	19/11/2017	Inactive
VGF144_A03	sample	V112940GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana rosea	green stems	green vegetative	green tissue	aboveground	VGF144	VGF144_A03.mzXML	19/11/2017	Inactive
VGF144_A04	sample	V112948GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Elsholtzia	Elsholtzia fruticosa	green stems	green vegetative	green tissue	aboveground	VGF144	VGF144_A04.mzXML	19/11/2017	Inactive
VGF144_A05	sample	V112958GP-01	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Neocinnamomum	Neocinnamomum delavayi	roots	roots	root tissue	belowground	VGF144	VGF144_A05.mzXML	19/11/2017	Inactive
VGF144_A06	sample	V112965GP-01	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dennstaedtiaceae	Pteridium	Pteridium excelsum	green stems	green vegetative	green tissue	aboveground	VGF144	VGF144_A06.mzXML	19/11/2017	Inactive
VGF144_A07	sample	V112973GP-01	Plantae	Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	Vitis vexillata	roots	roots	root tissue	belowground	VGF144	VGF144_A07.mzXML	19/11/2017	Inactive
VGF144_A08	sample	V112981GP-01	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Cupressus	Cupressus duclouxiana	green stems	green vegetative	green tissue	aboveground	VGF144	VGF144_A08.mzXML	19/11/2017	Inactive
VGF144_A09	sample	V112989GP-01	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Gaultheria	Gaultheria cuneata	green stems	green vegetative	green tissue	aboveground	VGF144	VGF144_A09.mzXML	19/11/2017	Inactive
VGF144_A10	sample	V112997GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Callerya	Callerya cinerea	leaves	photosynthetic	green tissue	aboveground	VGF144	VGF144_A10.mzXML	19/11/2017	Inactive
VGF144_A11	sample	V112221GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Holarrhena	Holarrhena curtisii	woody stems	woody vegetative	woody tissue	aboveground	VGF144	VGF144_A11.mzXML	19/11/2017	Inactive
VGF144_B02	sample	V112933GP-01	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Angelica	Angelica anomala	roots	roots	root tissue	belowground	VGF144	VGF144_B02.mzXML	19/11/2017	Inactive
VGF144_B03	sample	V112941GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana rosea	leaves	photosynthetic	green tissue	aboveground	VGF144	VGF144_B03.mzXML	19/11/2017	Inactive
VGF144_B04	sample	V112949GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Elsholtzia	Elsholtzia fruticosa	leaves	photosynthetic	green tissue	aboveground	VGF144	VGF144_B04.mzXML	19/11/2017	Inactive
VGF144_B05	sample	V112957GP-01	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Magnolia	Magnolia delavayi	leaves	photosynthetic	green tissue	aboveground	VGF144	VGF144_B05.mzXML	19/11/2017	Inactive
VGF144_B06	sample	V112966GP-01	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dennstaedtiaceae	Pteridium	Pteridium excelsum	leaves	photosynthetic	green tissue	aboveground	VGF144	VGF144_B06.mzXML	19/11/2017	Inactive
VGF144_B07	sample	V112974GP-01	Plantae	Tracheophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia rubricaulis	green stems	green vegetative	green tissue	aboveground	VGF144	VGF144_B07.mzXML	19/11/2017	Inactive
VGF144_B08	sample	V112982GP-01	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Cupressus	Cupressus duclouxiana	leaves	photosynthetic	green tissue	aboveground	VGF144	VGF144_B08.mzXML	19/11/2017	Inactive
VGF144_B09	sample	V112990GP-01	Plantae	Tracheophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex	Ilex macrocarpa	green stems	green vegetative	green tissue	aboveground	VGF144	VGF144_B09.mzXML	19/11/2017	Inactive
VGF144_B10	sample	V112998GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Callerya	Callerya cinerea	fruits	reproductive	green tissue	aboveground	VGF144	VGF144_B10.mzXML	19/11/2017	Inactive
VGF144_B11	sample	V112222GP-01	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Cyathula	Cyathula prostrata	leaves	photosynthetic	green tissue	aboveground	VGF144	VGF144_B11.mzXML	19/11/2017	Inactive
VGF144_C02	sample	V112934GP-01	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Angelica	Angelica anomala	multiple	multiple	multiple	aboveground	VGF144	VGF144_C02.mzXML	19/11/2017	Inactive
VGF144_C03	sample	V112942GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium megalanthum	roots	roots	root tissue	belowground	VGF144	VGF144_C03.mzXML	19/11/2017	Inactive
VGF144_C04	sample	V112951GP-01	Plantae	Tracheophyta	Liliopsida	Asparagales	Iridaceae	Iris	Iris lactea	roots	roots	root tissue	belowground	VGF144	VGF144_C04.mzXML	19/11/2017	Inactive
VGF144_C05	sample	V112959GP-01	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Neocinnamomum	Neocinnamomum delavayi	green stems	green vegetative	green tissue	aboveground	VGF144	VGF144_C05.mzXML	19/11/2017	Inactive
VGF144_C06	sample	V112967GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix guebriantiana	green stems	green vegetative	green tissue	aboveground	VGF144	VGF144_C06.mzXML	19/11/2017	Inactive
VGF144_C07	sample	V112975GP-01	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Alpinia	Alpinia chinensis	roots	roots	root tissue	belowground	VGF144	VGF144_C07.mzXML	19/11/2017	Inactive
VGF144_C08	sample	V112983GP-01	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Enkianthus	Enkianthus quinqueflorus	roots	roots	root tissue	belowground	VGF144	VGF144_C08.mzXML	19/11/2017	Inactive
VGF144_C09	sample	V112991GP-01	Plantae	Tracheophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex	Ilex macrocarpa	leaves	photosynthetic	green tissue	aboveground	VGF144	VGF144_C09.mzXML	19/11/2017	Inactive
VGF144_C10	sample	V112214GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus	Citrus hystrix	woody stems	woody vegetative	woody tissue	aboveground	VGF144	VGF144_C10.mzXML	19/11/2017	Inactive
VGF144_C11	sample	V112223GP-01	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Cyathula	Cyathula prostrata	woody stems	woody vegetative	woody tissue	aboveground	VGF144	VGF144_C11.mzXML	19/11/2017	Inactive
VGF144_D02	sample	V112935GP-01	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Begoniaceae	Begonia	Begonia palmata	multiple	multiple	multiple		VGF144	VGF144_D02.mzXML	19/11/2017	Inactive
VGF144_D03	sample	V112943GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium megalanthum	green stems	green vegetative	green tissue	aboveground	VGF144	VGF144_D03.mzXML	19/11/2017	Inactive
VGF144_D04	sample	V112952GP-01	Plantae	Tracheophyta	Liliopsida	Asparagales	Iridaceae	Iris	Iris lactea	leaves	photosynthetic	green tissue	aboveground	VGF144	VGF144_D04.mzXML	19/11/2017	Inactive
VGF144_D05	sample	V112960GP-01	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Neocinnamomum	Neocinnamomum delavayi	leaves	photosynthetic	green tissue	aboveground	VGF144	VGF144_D05.mzXML	19/11/2017	Inactive
VGF144_D06	sample	V112968GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix guebriantiana	leaves	photosynthetic	green tissue	aboveground	VGF144	VGF144_D06.mzXML	19/11/2017	Inactive
VGF144_D07	sample	V112976GP-01	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Alpinia	Alpinia chinensis	multiple	green vegetative	green tissue	aboveground	VGF144	VGF144_D07.mzXML	19/11/2017	Inactive
VGF144_D08	sample	V112984GP-01	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus saligna	fruits	reproductive	green tissue	aboveground	VGF144	VGF144_D08.mzXML	19/11/2017	Inactive
VGF144_D09	sample	V112992GP-01	Plantae	Tracheophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex	Ilex szechwanensis	green stems	green vegetative	green tissue	aboveground	VGF144	VGF144_D09.mzXML	19/11/2017	Inactive
VGF144_D10	sample	V112215GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus	Citrus hystrix	roots	roots	root tissue	belowground	VGF144	VGF144_D10.mzXML	19/11/2017	Inactive
VGF144_D11	sample	V112224GP-01	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Cyathula	Cyathula prostrata	roots	roots	root tissue	belowground	VGF144	VGF144_D11.mzXML	19/11/2017	Inactive
VGF144_E02	sample	V112936GP-01	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	Berberis julianae	roots	roots	root tissue	belowground	VGF144	VGF144_E02.mzXML	19/11/2017	Inactive
VGF144_E03	sample	V112944GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium megalanthum	leaves	photosynthetic	green tissue	aboveground	VGF144	VGF144_E03.mzXML	19/11/2017	Inactive
VGF144_E04	sample	V112953GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Ixeris	Ixeris chinensis	multiple	multiple	multiple		VGF144	VGF144_E04.mzXML	19/11/2017	Inactive
VGF144_E05	sample	V112961GP-01	Plantae	Tracheophyta	Liliopsida	Liliales	Melanthiaceae	Paris	Paris verticillata	multiple	multiple	multiple		VGF144	VGF144_E05.mzXML	19/11/2017	Inactive
VGF144_E06	sample	V112969GP-01	Plantae	Tracheophyta	Magnoliopsida	Austrobaileyales	Schisandraceae	Schisandra	Schisandra propinqua	roots	roots	root tissue	belowground	VGF144	VGF144_E06.mzXML	19/11/2017	Inactive
VGF144_E07	sample	V112977GP-01	Plantae	Tracheophyta	Magnoliopsida	Garryales	Garryaceae	Aucuba	Aucuba himalaica	green stems	green vegetative	green tissue	aboveground	VGF144	VGF144_E07.mzXML	19/11/2017	Inactive
VGF144_E08	sample	V112985GP-01	Plantae	Tracheophyta	Magnoliopsida	Fagales	Juglandaceae	Carya	Carya kweichowensis	roots	roots	root tissue	belowground	VGF144	VGF144_E08.mzXML	19/11/2017	Inactive
VGF144_E09	sample	V112993GP-01	Plantae	Tracheophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex	Ilex szechwanensis	leaves	photosynthetic	green tissue	aboveground	VGF144	VGF144_E09.mzXML	19/11/2017	Inactive
